bnk_trn_ref|exec_dt|debit_account_no|credit_account_no|amount|trn_desc
F48925J45598|2012-02-24 00:00:00|CH0227578004931115071|CH7455625517759336763|17983.47|Payment of invoice(s) Holland, Ray
E95128C30466|2013-05-03 00:00:00|CH0246225152084380466|CH6067246472234989020|42255.03|Payment of invoice(s) Nikuda
L52982Q61343|2012-11-09 00:00:00|CH0215694012443589673|CH1813436760999770384|3582.11|Payment of invoice(s) Technology Wizard
O10892H46779|2006-12-15 00:00:00|CH0214401606376708007|CH7283917062688226097|3949.15|Payment of invoice(s) Finley, Vernon
U49654T92472|2011-09-02 00:00:00|CH0224806721788063113|CH0747760994091143568|3801.02|Payment of invoice(s) NextTime
Z56691E16331|2012-03-09 00:00:00|CH0219850911967777927|CH7455625517759336763|1366.53|Payment of invoice(s) Holland, Ray
Z15654E15782|2014-03-21 00:00:00|CH0234143718846267688|CH1358263686244215866|9707.16|Payment of invoice(s) Genmex
E82108W59629|2013-11-22 00:00:00|CH0200974687337280877|CH4385645604347036714|33190.82|Payment of invoice(s) Just Time
V18595E15771|2016-06-10 00:00:00|CH0237130733821422792|CH4385645604347036714|8724.17|Payment of invoice(s) Just Time
K18866W28723|2006-03-03 00:00:00|CH0234515455801405036|CH1396683322404415097|37581.09|Payment of invoice(s) Cytrex
P49357H80276|2013-01-11 00:00:00|CH0228315136202810440|CH9027477895350295117|19015.76|Payment of invoice(s) Cornerstone Time
Z36667I23865|2012-07-06 00:00:00|CH0201609149519657198|CH8119090900291807523|1878.25|Payment of invoice(s) Techmania
N89399O27902|2015-07-24 00:00:00|CH0240522825785605571|CH3276374414353537218|16559.21|Payment of invoice(s) Time  Iron
C82601L40309|2013-03-01 00:00:00|CH0250222882407221959|CH0619016605702832070|57591.10|Payment of invoice(s) Pattern Time
C50747A17534|2009-05-29 00:00:00|CH0200974687337280877|CH5088638921249011890|54037.14|Payment of invoice(s) FreeTime
N68009C21770|2011-12-09 00:00:00|CH0251073611707606644|CH9406142899865775066|20977.23|Payment of invoice(s) ColorOptic
W93342T23316|2016-07-29 00:00:00|CH0234139622897026693|CH9436656786623704266|1930.27|Payment of invoice(s) Sign of the Times Advertising Agency
R63666J96912|2012-01-20 00:00:00|CH0234143718846267688|CH4296421323470854890|18637.09|Payment of invoice(s) Time  Hands
F52641G88153|2011-11-04 00:00:00|CH0206550793273688901|CH1666656057224772762|2106.02|Payment of invoice(s) Pinpoint Matrix Systems
E24873J93539|2016-11-11 00:00:00|CH0224806721788063113|CH9436656786623704266|2650.41|Payment of invoice(s) Sign of the Times Advertising Agency
N36502R54505|2014-12-05 00:00:00|CH0246225152084380466|CH2877506220346092976|8442.27|Payment of invoice(s) Popcorn Born
W75574U64058|2012-12-14 00:00:00|CH0251073611707606644|CH4827927844570438723|40959.52|Payment of invoice(s) Ebony Time
I84265I19281|2015-06-05 00:00:00|CH0214894598926922337|CH9681610501955543047|4475.09|Payment of invoice(s) Bernard, Willa
I60906V33943|2009-07-03 00:00:00|CH0219850911967777927|CH1843640612996083104|51187.05|Payment of invoice(s) Time  Custom
T42365W40401|2012-12-07 00:00:00|CH0218229960514553128|CH3146115032200851604|15580.66|Payment of invoice(s) Impulse Time
A80839B17606|2013-12-06 00:00:00|CH0236918036799637910|CH8988352604215975853|5500.00|Payment of invoice(s) Time  Urban
W15833K18577|2013-04-05 00:00:00|CH0211681954985788087|CH2776009455955283091|7115.84|Payment of invoice(s) Aeora
C65361V86373|2012-02-24 00:00:00|CH0240522825785605571|CH2284113576710807414|52789.96|Payment of invoice(s) NorthStar Time
W83027J65098|2016-04-08 00:00:00|CH0246225152084380466|CH9460991585208143427|28847.62|Payment of invoice(s) Zentime
K91985N83716|2006-03-10 00:00:00|CH0215694012443589673|CH1396683322404415097|5745.48|Payment of invoice(s) Cytrex
U20493H98668|2015-05-22 00:00:00|CH0211681954985788087|CH5039837041721813617|45729.12|Payment of invoice(s) Valent Technologies
N26461L49582|2016-02-26 00:00:00|CH0250222882407221959|CH9681610501955543047|25064.84|Payment of invoice(s) Bernard, Willa
U60228K59037|2011-01-28 00:00:00|CH0246225152084380466|CH6040350716936780372|13236.49|Payment of invoice(s) Technoracks
H97461N18613|2013-12-20 00:00:00|CH0204884126669364759|CH1358263686244215866|19990.71|Payment of invoice(s) Genmex
G23312F95475|2008-03-28 00:00:00|CH0240522825785605571|CH9449043298339965395|3441.07|Payment of invoice(s) Sigh Co.
S52740I42312|2016-11-04 00:00:00|CH0228112131218563569|CH9436656786623704266|39589.72|Payment of invoice(s) Sign of the Times Advertising Agency
Y20121X44047|2009-07-24 00:00:00|CH0250222882407221959|CH9791001388567356681|11005.37|Payment of invoice(s) Saint Time
G50029N25425|2011-09-30 00:00:00|CH0219850911967777927|CH5331058502318833724|9741.41|Payment of invoice(s) Farrell, Samantha
V72452C90851|2015-01-09 00:00:00|CH0231003557422817970|CH9681610501955543047|2674.07|Payment of invoice(s) Bernard, Willa
A82577X84679|2004-12-31 00:00:00|CH0250407194135228410|CH6353846276666583183|19894.82|Payment of invoice(s) Goodman, Colorado
C91079L66155|2013-06-14 00:00:00|CH0231003557422817970|CH8119090900291807523|17751.11|Payment of invoice(s) Techmania
Y81318B80237|2015-04-24 00:00:00|CH0240522825785605571|CH4702748652329494055|2481.81|Payment of invoice(s) Contreras, Myles
S61483A42038|2016-09-09 00:00:00|CH0228315136202810440|CH9436656786623704266|28146.93|Payment of invoice(s) Sign of the Times Advertising Agency
N70263C97341|2012-06-22 00:00:00|CH0218229960514553128|CH5966588287840537342|8158.41|Payment of invoice(s) Ultrimax
T58094R30264|2015-07-31 00:00:00|CH0250407194135228410|CH3276374414353537218|35465.53|Payment of invoice(s) Time  Iron
O68450Y24257|2011-10-28 00:00:00|CH0248281695366099688|CH5113429654953071542|11399.12|Payment of invoice(s) Technohabitat
L96614K34141|2015-04-10 00:00:00|CH0214151982011227631|CH3660100928827682021|28292.20|Payment of invoice(s) Semantic Time
C12704C53431|2012-03-02 00:00:00|CH0214894598926922337|CH2284113576710807414|14534.68|Payment of invoice(s) NorthStar Time
T15179P50638|2011-04-15 00:00:00|CH0250222882407221959|CH8619980845374894676|23089.64|Payment of invoice(s) Tucker, Amos
O46281L32310|2015-12-18 00:00:00|CH0200974687337280877|CH2825850289822331123|10375.44|Payment of invoice(s) Strickland, Leroy
D68521B13366|2015-04-10 00:00:00|CH0209336657619956939|CH1006820597721560021|4473.53|Payment of invoice(s) Time  Cupid
V20604I18781|2013-04-05 00:00:00|CH0240522825785605571|CH2776009455955283091|32643.55|Payment of invoice(s) Aeora
S20038L54034|2011-04-29 00:00:00|CH0218229960514553128|CH9467652252739966512|71102.24|Payment of invoice(s) Americas Time
R38120E11928|2012-11-09 00:00:00|CH0236918036799637910|CH1813436760999770384|10179.15|Payment of invoice(s) Technology Wizard
V50110X65586|2011-12-23 00:00:00|CH0240522825785605571|CH5113429654953071542|24442.23|Payment of invoice(s) Technohabitat
Y60564O14744|2011-11-18 00:00:00|CH0231003557422817970|CH6389002244580245381|36470.57|Payment of invoice(s) Sin Thesis
C86953K87483|2015-04-17 00:00:00|CH0215694012443589673|CH1006820597721560021|3197.82|Payment of invoice(s) Time  Cupid
T89764M76452|2015-09-11 00:00:00|CH0204884126669364759|CH9053624541702450052|25929.94|Payment of invoice(s) Eleventh Hour Events Planning
K62981S81918|2015-09-04 00:00:00|CH0204884126669364759|CH9797517066913638834|23236.35|Payment of invoice(s) OpenSource Time
W52629K29072|2006-03-03 00:00:00|CH0250407194135228410|CH1396683322404415097|31340.96|Payment of invoice(s) Cytrex
S63184L46738|2016-06-24 00:00:00|CH0206003498982695304|CH9436656786623704266|13950.94|Payment of invoice(s) Sign of the Times Advertising Agency
E21871M51366|2006-06-30 00:00:00|CH0234515455801405036|CH0972869735311306178|8368.89|Payment of invoice(s) Method Time
S83686H61393|2012-06-22 00:00:00|CH0214151982011227631|CH5966588287840537342|6899.20|Payment of invoice(s) Ultrimax
U12307N39524|2015-04-24 00:00:00|CH0214401606376708007|CH4702748652329494055|24150.13|Payment of invoice(s) Contreras, Myles
Q78626N71753|2013-07-26 00:00:00|CH0240522825785605571|CH1443469204088447401|15300.03|Payment of invoice(s) Neighborhood Time
B88101Q18172|2011-12-09 00:00:00|CH0228112131218563569|CH3565565295426810320|27109.28|Payment of invoice(s) Progressive Time
F19390K16590|2014-02-14 00:00:00|CH0230382548836512713|CH3944952886896151839|14578.91|Payment of invoice(s) enCycle
J74701H31449|2015-11-27 00:00:00|CH0211681954985788087|CH5039837041721813617|9027.07|Payment of invoice(s) Valent Technologies
V26500C14271|2015-11-13 00:00:00|CH0227578004931115071|CH6525051052542047010|18712.28|Payment of invoice(s) Suburban Time
M47592R78182|2013-05-24 00:00:00|CH0225122731249592892|CH5088079216680893260|18543.45|Payment of invoice(s) Sapphire Time
H44471G85199|2012-02-10 00:00:00|CH0206003498982695304|CH0975382478571743488|34892.08|Payment of invoice(s) Catalyst Time
X54134L31328|2013-01-11 00:00:00|CH0228112131218563569|CH4827927844570438723|7998.34|Payment of invoice(s) Ebony Time
N96690J82495|2010-12-24 00:00:00|CH0207993305365962502|CH8729499478213548344|17851.83|Payment of invoice(s) CranialTech
O73335D18313|2015-07-10 00:00:00|CH0250222882407221959|CH6525051052542047010|18856.20|Payment of invoice(s) Suburban Time
A32777K82980|2011-03-25 00:00:00|CH0214401606376708007|CH3514647971914614633|9817.48|Payment of invoice(s) Design of the Times
C38931A75470|2015-04-10 00:00:00|CH0250222882407221959|CH3660100928827682021|3348.91|Payment of invoice(s) Semantic Time
E76794M48677|2014-01-31 00:00:00|CH0204884126669364759|CH3944952886896151839|21975.48|Payment of invoice(s) enCycle
H19642D69153|2010-12-24 00:00:00|CH0215694012443589673|CH8729499478213548344|24161.82|Payment of invoice(s) CranialTech
C14609D20549|2015-04-17 00:00:00|CH0227578004931115071|CH3660100928827682021|527.55|Payment of invoice(s) Semantic Time
B13065F52178|2014-01-31 00:00:00|CH0227578004931115071|CH8515468004216856140|6976.56|Payment of invoice(s) SecondTime
C22111Q34949|2013-03-01 00:00:00|CH0251073611707606644|CH7557621605158040369|9554.21|Payment of invoice(s) Harper, Clementine
F99714I57959|2012-11-16 00:00:00|CH0214401606376708007|CH1813436760999770384|73735.53|Payment of invoice(s) Technology Wizard
G69612U97058|2006-12-15 00:00:00|CH0201609149519657198|CH7283917062688226097|21059.65|Payment of invoice(s) Finley, Vernon
Z85447X51371|2014-01-24 00:00:00|CH0224806721788063113|CH8515468004216856140|45174.25|Payment of invoice(s) SecondTime
C37081D82531|2010-06-25 00:00:00|CH0214401606376708007|CH2942996515512723075|43423.22|Payment of invoice(s) Wells, Julie
K37854U32968|2013-08-09 00:00:00|CH0214401606376708007|CH8016460903045779129|3866.40|Payment of invoice(s) WriteTech
R30464Q72135|2013-09-13 00:00:00|CH0224806721788063113|CH7557621605158040369|7910.04|Payment of invoice(s) Harper, Clementine
P33590H86450|2013-01-18 00:00:00|CH0210540037202341452|CH8616261051059395320|6772.41|Payment of invoice(s) Prospect Time
F65884Q51665|2014-01-24 00:00:00|CH0215694012443589673|CH8515468004216856140|19619.17|Payment of invoice(s) SecondTime
X98258W98886|2011-06-10 00:00:00|CH0234139622897026693|CH0309890016342600758|39329.20|Payment of invoice(s) Time  Nano
O30566I81018|2005-12-30 00:00:00|CH0206550793273688901|CH4154911007648432776|8855.35|Payment of invoice(s) Tuliptime Tunefest
E53733U95630|2012-03-30 00:00:00|CH0206003498982695304|CH5088638921249011890|20000.00|Payment of invoice(s) FreeTime
T18821Y29659|2004-12-24 00:00:00|CH0214401606376708007|CH6353846276666583183|20543.06|Payment of invoice(s) Goodman, Colorado
G65719G99287|2011-04-29 00:00:00|CH0215694012443589673|CH3565565295426810320|5558.72|Payment of invoice(s) Progressive Time
R24652B59863|2015-11-27 00:00:00|CH0215694012443589673|CH1006820597721560021|49880.26|Payment of invoice(s) Time  Cupid
T24984F69761|2015-11-13 00:00:00|CH0210540037202341452|CH1006820597721560021|12337.43|Payment of invoice(s) Time  Cupid
P28971J41579|2008-03-28 00:00:00|CH0234515455801405036|CH9449043298339965395|18030.95|Payment of invoice(s) Sigh Co.
H91328L63904|2008-08-15 00:00:00|CH0225122731249592892|CH8871083503612224843|12084.02|Payment of invoice(s) Nationwide Time
C93875M94192|2009-06-26 00:00:00|CH0250222882407221959|CH2916831165020066166|10125.77|Payment of invoice(s) Kongle
E16065L73785|2015-03-20 00:00:00|CH0234515455801405036|CH1006820597721560021|52179.63|Payment of invoice(s) Time  Cupid
F10969P54501|2016-01-08 00:00:00|CH0201609149519657198|CH5039837041721813617|3882.06|Payment of invoice(s) Valent Technologies
U20677K99901|2016-02-05 00:00:00|CH0230382548836512713|CH9797517066913638834|51200.00|Payment of invoice(s) OpenSource Time
B96681U15044|2013-01-11 00:00:00|CH0211681954985788087|CH9027477895350295117|2323.71|Payment of invoice(s) Cornerstone Time
H91235D19995|2013-04-19 00:00:00|CH0209049493360060612|CH8016460903045779129|36773.90|Payment of invoice(s) WriteTech
F83393U66223|2011-09-30 00:00:00|CH0231003557422817970|CH5331058502318833724|22116.48|Payment of invoice(s) Farrell, Samantha
R75023B88848|2013-03-15 00:00:00|CH0219850911967777927|CH7557621605158040369|13779.57|Payment of invoice(s) Harper, Clementine
W79085O34091|2014-05-23 00:00:00|CH0214894598926922337|CH7794913888074892430|237.04|Payment of invoice(s) Time  Utopia
X74925Y49780|2011-11-18 00:00:00|CH0206003498982695304|CH6389002244580245381|11409.54|Payment of invoice(s) Sin Thesis
G26657R97085|2013-01-11 00:00:00|CH0234515455801405036|CH9027477895350295117|14000.00|Payment of invoice(s) Cornerstone Time
Q72261Y37079|2015-09-25 00:00:00|CH0249176139269086161|CH3662109453683414593|4700.80|Payment of invoice(s) Prism Time
X14166K58420|2016-04-01 00:00:00|CH0249176139269086161|CH9460991585208143427|9957.18|Payment of invoice(s) Zentime
J10659I13515|2010-12-03 00:00:00|CH0250222882407221959|CH8822873783116711340|11244.24|Payment of invoice(s) Cascade Time
Z33877S66271|2012-12-07 00:00:00|CH0227578004931115071|CH3146115032200851604|16041.04|Payment of invoice(s) Impulse Time
Q34615P23537|2008-03-28 00:00:00|CH0231003557422817970|CH9449043298339965395|16794.75|Payment of invoice(s) Sigh Co.
B45106X61231|2015-06-26 00:00:00|CH0214401606376708007|CH9053624541702450052|29475.89|Payment of invoice(s) Eleventh Hour Events Planning
R78058B51620|2014-01-17 00:00:00|CH0249176139269086161|CH8988352604215975853|55318.21|Payment of invoice(s) Time  Urban
Z52875L18423|2015-12-04 00:00:00|CH0227578004931115071|CH7010391221892072726|21871.09|Payment of invoice(s) Time  Avatar
R95620I61490|2011-11-25 00:00:00|CH0200974687337280877|CH6389002244580245381|6076.37|Payment of invoice(s) Sin Thesis
C91593W44501|2016-12-23 00:00:00|CH0231003557422817970|CH5039837041721813617|6857.84|Payment of invoice(s) Valent Technologies
A93486J48774|2008-06-20 00:00:00|CH0209336657619956939|CH3068272525733417130|6212.52|Payment of invoice(s) Realtime Time
X51103S28303|2010-04-23 00:00:00|CH0240900251892652380|CH7164967580455939097|72227.61|Payment of invoice(s) RedHot Time
N58583P97773|2014-06-06 00:00:00|CH0215694012443589673|CH6525051052542047010|34348.14|Payment of invoice(s) Suburban Time
C47657U52526|2015-12-04 00:00:00|CH0204884126669364759|CH7010391221892072726|12038.40|Payment of invoice(s) Time  Avatar
V32320M61436|2009-02-27 00:00:00|CH0250407194135228410|CH5088638921249011890|2522.43|Payment of invoice(s) FreeTime
V87636G16263|2011-11-11 00:00:00|CH0231003557422817970|CH9298162976623746233|35777.69|Payment of invoice(s) Midnight Time
Y39835X76751|2014-06-06 00:00:00|CH0228112131218563569|CH1358263686244215866|1472.17|Payment of invoice(s) Genmex
Z99997Z24932|2008-04-11 00:00:00|CH0201609149519657198|CH4691395643275573987|2916.35|Payment of invoice(s) BizTech
Z46067R42315|2015-02-27 00:00:00|CH0248281695366099688|CH2877506220346092976|17293.72|Payment of invoice(s) Popcorn Born
S17218D79791|2015-10-09 00:00:00|CH0209336657619956939|CH3276374414353537218|8800.00|Payment of invoice(s) Time  Iron
U97402R83917|2009-06-12 00:00:00|CH0236918036799637910|CH5088638921249011890|4739.92|Payment of invoice(s) FreeTime
D34636E73107|2015-12-11 00:00:00|CH0231003557422817970|CH2825850289822331123|52643.77|Payment of invoice(s) Strickland, Leroy
U46910E45510|2011-08-19 00:00:00|CH0240900251892652380|CH3565565295426810320|42281.82|Payment of invoice(s) Progressive Time
S35268N70891|2015-05-08 00:00:00|CH0214894598926922337|CH8016460903045779129|30468.85|Payment of invoice(s) WriteTech
X54293E77743|2015-12-18 00:00:00|CH0240522825785605571|CH2825850289822331123|24492.14|Payment of invoice(s) Strickland, Leroy
R65391M87164|2013-01-11 00:00:00|CH0234143718846267688|CH9027477895350295117|11972.36|Payment of invoice(s) Cornerstone Time
M10526Q14738|2015-03-13 00:00:00|CH0237130733821422792|CH1006820597721560021|8620.09|Payment of invoice(s) Time  Cupid
T23260O22510|2016-04-29 00:00:00|CH0227578004931115071|CH4385645604347036714|82499.54|Payment of invoice(s) Just Time
R60811E74763|2012-01-06 00:00:00|CH0209336657619956939|CH4296421323470854890|26282.41|Payment of invoice(s) Time  Hands
E53922F31146|2011-12-16 00:00:00|CH0207993305365962502|CH7662760544240052921|7078.27|Payment of invoice(s) Zytrex
Z68656S52384|2007-09-14 00:00:00|CH0218229960514553128|CH4619565405631020224|11100.83|Payment of invoice(s) IdiTech
U99670Q22178|2015-05-22 00:00:00|CH0209049493360060612|CH3662109453683414593|58090.40|Payment of invoice(s) Prism Time
O93812O20387|2013-04-26 00:00:00|CH0223943235385824696|CH3662109453683414593|19255.63|Payment of invoice(s) Prism Time
V66798P49083|2008-01-11 00:00:00|CH0214151982011227631|CH4619565405631020224|55706.71|Payment of invoice(s) IdiTech
B32000R75931|2013-05-24 00:00:00|CH0201609149519657198|CH7557621605158040369|65187.85|Payment of invoice(s) Harper, Clementine
N70729P57921|2013-04-05 00:00:00|CH0230382548836512713|CH2776009455955283091|17100.00|Payment of invoice(s) Aeora
